district_name,district_code,churn_intake_enroll,percent_churn,percent_intake,stability_enroll,percent_stability,year
Walpole,03070000,"3,742",4.5,2.7,"3,659",97.9,2020-21
Waltham,03080000,"5,819",11.6,6.5,"5,500",94.2,2020-21
Ware,03090000,"1,210",12.4,7.7,"1,142",92.8,2020-21
Wareham,03100000,"2,108",12.0,7.7,"1,993",93.2,2020-21
Watertown,03140000,"2,613",10.4,6.3,"2,524",93.1,2020-21
Wayland,03150000,"2,735",3.1,1.6,"2,701",99.1,2020-21
Webster,03160000,"1,790",14.9,7.5,"1,689",90.2,2020-21
Wellesley,03170000,"4,520",4.3,2.5,"4,430",97.9,2020-21
Wellfleet,03180000,106,8.5,2.8,103,94.2,2020-21
West Boylston,03220000,926,7.0,3.8,895,96.2,2020-21
West Bridgewater,03230000,"1,425",5.1,3.2,"1,380",98.0,2020-21
West Springfield,03320000,"4,082",9.6,4.8,"3,929",94.3,2020-21
Westborough,03210000,"4,002",10.0,6.0,"3,826",94.2,2020-21
Westfield,03250000,"5,089",7.6,3.9,"4,945",95.6,2020-21
Westford,03260000,"4,854",4.8,3.1,"4,728",97.8,2020-21
Westhampton,03270000,111,6.3,6.3,104,100.0,2020-21
Weston,03300000,"1,939",3.9,2.0,"1,910",98.1,2020-21
Westport,03310000,"1,409",5.7,3.1,"1,368",97.1,2020-21
Westwood,03350000,"2,999",3.1,1.6,"2,955",98.5,2020-21
Weymouth,03360000,"5,843",11.0,6.3,"5,632",92.6,2020-21
Whately,03370000,119,3.4,0.8,118,97.5,2020-21
Whitman-Hanson,07800000,"3,696",7.2,4.8,"3,586",95.8,2020-21
Whittier Regional Vocational Technical,08850000,"1,257",2.7,0.8,"1,250",97.8,2020-21
Williamsburg,03400000,122,6.6,3.3,119,95.8,2020-21
Wilmington,03420000,"2,925",5.1,2.1,"2,871",96.8,2020-21
Winchendon,03430000,"1,259",12.2,6.4,"1,189",93.3,2020-21
Winchester,03440000,"4,572",4.4,2.0,"4,500",97.6,2020-21
Winthrop,03460000,"1,903",6.5,2.8,"1,866",95.3,2020-21
Woburn,03470000,"4,483",10.1,5.2,"4,286",94.6,2020-21
Worcester,03480000,"25,111",10.1,5.7,"24,076",94.5,2020-21
Worthington,03490000,64,7.8,1.6,63,93.7,2020-21
Wrentham,03500000,906,7.8,6.7,867,96.3,2020-21
Abby Kelley Foster Charter Public (District),04450000,"1,451",5.1,3.3,"1,438",95.8,2019-20
Abington,00010000,"2,229",7.1,4.4,"2,163",95.7,2019-20
Academy Of the Pacific Rim Charter Public (District),04120000,551,6.9,5.4,532,96.4,2019-20
Acton-Boxborough,06000000,"5,531",4.0,2.6,"5,413",98.1,2019-20
Acushnet,00030000,"1,033",4.8,2.6,"1,016",96.9,2019-20
Advanced Math and Science Academy Charter (District),04300000,974,2.2,1.2,965,98.8,2019-20
Agawam,00050000,"3,823",7.9,5.0,"3,694",95.5,2019-20
Alma del Mar Charter School (District),04090000,664,13.1,10.7,655,88.1,2019-20
Amesbury,00070000,"2,066",5.2,2.5,"2,026",97.0,2019-20
Amherst,00080000,"1,164",12.8,8.7,"1,106",92.8,2019-20
Amherst-Pelham,06050000,"1,371",5.6,2.5,"1,356",95.4,2019-20
Andover,00090000,"5,944",3.5,1.7,"5,865",98.0,2019-20
Argosy Collegiate Charter School (District),35090000,534,13.1,7.7,530,87.5,2019-20
Arlington,00100000,"6,155",3.4,1.9,"6,058",98.2,2019-20
Ashburnham-Westminster,06100000,"2,431",4.7,3.2,"2,363",98.0,2019-20
Ashland,00140000,"2,927",4.7,3.3,"2,858",97.6,2019-20
Assabet Valley Regional Vocational Technical,08010000,"1,146",3.3,1.3,"1,143",96.9,2019-20
Athol-Royalston,06150000,"1,615",12.7,7.7,"1,537",91.9,2019-20
Atlantis Charter (District),04910000,"1,331",5.6,3.7,"1,305",96.3,2019-20
Attleboro,00160000,"6,215",9.2,6.1,"6,012",94.6,2019-20
Auburn,00170000,"2,680",3.3,1.9,"2,648",97.9,2019-20
Avon,00180000,754,7.7,4.4,733,95.0,2019-20
Ayer Shirley School District,06160000,"1,722",5.8,3.4,"1,688",96.1,2019-20
Barnstable,00200000,"5,356",12.5,8.6,"5,092",92.2,2019-20
Baystate Academy Charter Public School (District),35020000,494,10.1,4.5,477,93.1,2019-20
Bedford,00230000,"2,730",4.4,2.7,"2,693",97.0,2019-20
Belchertown,00240000,"2,295",4.3,2.4,"2,252",97.6,2019-20
Bellingham,00250000,"2,210",6.6,3.1,"2,158",95.7,2019-20
Belmont,00260000,"4,816",4.3,3.1,"4,707",97.9,2019-20
Benjamin Banneker Charter Public (District),04200000,344,7.0,5.5,339,94.4,2019-20
Benjamin Franklin Classical Charter Public (District),04470000,718,2.8,1.4,709,98.4,2019-20
Bentley Academy Charter School (District),35110000,339,7.7,1.8,338,92.6,2019-20
Berkley,00270000,928,2.0,1.4,918,99.0,2019-20
Berkshire Arts and Technology Charter Public (District),04140000,382,11.0,4.7,376,90.4,2019-20
Berkshire Hills,06180000,"1,225",5.6,3.8,"1,190",97.2,2019-20
Berlin-Boylston,06200000,"1,078",6.2,4.5,"1,049",96.4,2019-20
Beverly,00300000,"4,863",6.1,3.8,"4,742",96.4,2019-20
Billerica,00310000,"4,947",6.9,5.2,"4,819",95.7,2019-20
Blackstone Valley Regional Vocational Technical,08050000,"1,229",1.3,0.2,"1,229",98.7,2019-20
Blackstone-Millville,06220000,"1,704",6.5,3.6,"1,655",96.3,2019-20
Blue Hills Regional Vocational Technical,08060000,862,3.1,0.6,862,96.9,2019-20
Boston,00350000,"54,174",19.5,13.0,"51,787",85.9,2019-20
Boston Collegiate Charter (District),04490000,726,8.1,4.5,702,95.0,2019-20
Boston Day and Evening Academy Charter (District),04240000,490,41.6,23.7,426,67.1,2019-20
Boston Green Academy Horace Mann Charter School (District),04110000,509,13.6,8.8,508,86.6,2019-20
Boston Preparatory Charter Public (District),04160000,601,9.7,5.3,588,92.3,2019-20
Boston Renaissance Charter Public (District),04810000,974,8.0,5.2,934,95.9,2019-20
Bourne,00360000,"1,966",6.9,4.1,"1,912",95.8,2019-20
Boxford,00380000,756,2.0,1.6,746,99.3,2019-20
Braintree,00400000,"5,932",4.7,2.8,"5,809",97.5,2019-20
Brewster,00410000,482,5.2,3.5,470,97.2,2019-20
Bridge Boston Charter School (District),04170000,353,7.9,3.1,343,94.8,2019-20
Bridgewater-Raynham,06250000,"5,521",4.5,3.1,"5,409",97.6,2019-20
Brimfield,00430000,314,7.6,6.7,300,96.7,2019-20
Bristol County Agricultural,09100000,452,3.8,0.0,452,96.2,2019-20
Bristol-Plymouth Regional Vocational Technical,08100000,"1,310",3.3,0.5,"1,309",96.8,2019-20
Brockton,00440000,"16,904",13.5,8.8,"16,130",92.3,2019-20
Brooke Charter School (District),04280000,"2,043",7.6,3.8,"2,009",93.9,2019-20
Brookfield,00450000,323,8.7,4.6,311,94.9,2019-20
Brookline,00460000,"8,066",7.5,4.3,"7,829",95.4,2019-20
Burlington,00480000,"3,610",6.3,4.0,"3,524",96.0,2019-20
Cambridge,00490000,"7,377",9.3,5.8,"7,114",94.5,2019-20
Canton,00500000,"3,391",6.1,4.7,"3,308",96.3,2019-20
Cape Cod Lighthouse Charter (District),04320000,247,6.9,3.6,242,95.0,2019-20
Cape Cod Regional Vocational Technical,08150000,633,7.1,2.1,623,94.4,2019-20
Carlisle,00510000,608,2.3,1.3,601,98.8,2019-20
Carver,00520000,"1,627",6.8,3.3,"1,581",96.0,2019-20
Central Berkshire,06350000,"1,608",5.2,2.9,"1,574",97.0,2019-20
Chelmsford,00560000,"5,152",5.2,3.3,"5,034",97.3,2019-20
Chelsea,00570000,"6,751",16.1,10.3,"6,405",88.7,2019-20
Chesterfield-Goshen,06320000,134,6.0,4.5,128,98.4,2019-20
Chicopee,00610000,"7,634",12.0,6.8,"7,321",92.9,2019-20
Christa McAuliffe Charter Public (District),04180000,404,5.2,2.2,404,94.8,2019-20
City on a Hill Charter Public School Circuit Street (District),04370000,248,21.4,2.4,242,80.6,2019-20
City on a Hill Charter Public School Dudley Square (District),35040000,214,18.7,4.2,206,84.5,2019-20
City on a Hill Charter Public School New Bedford (District),35070000,173,54.9,2.3,171,45.6,2019-20
Clarksburg,00630000,204,7.4,2.9,199,95.0,2019-20
Clinton,00640000,"2,001",8.9,5.8,"1,913",95.3,2019-20
Codman Academy Charter Public (District),04380000,361,15.5,12.5,343,88.9,2019-20
Cohasset,00650000,"1,508",2.1,1.5,"1,499",98.5,2019-20
Collegiate Charter School of Lowell (District),35030000,977,12.4,8.4,948,90.3,2019-20
Community Charter School of Cambridge (District),04360000,333,5.4,1.8,330,95.5,2019-20
Community Day Charter Public School - Gateway (District),04260000,401,0.2,0.0,401,99.8,2019-20
Community Day Charter Public School - Prospect (District),04400000,400,1.3,1.3,400,98.8,2019-20
Community Day Charter Public School - R. Kingman Webster (District),04310000,402,1.5,1.0,401,98.8,2019-20
Concord,00670000,"2,143",3.4,2.2,"2,098",98.9,2019-20
Concord-Carlisle,06400000,"1,292",1.9,1.0,"1,284",98.7,2019-20
Conservatory Lab Charter (District),04390000,467,8.4,5.6,460,93.0,2019-20
Conway,00680000,134,3.0,1.5,133,97.7,2019-20
Danvers,00710000,"3,497",4.6,2.9,"3,419",97.7,2019-20
Dartmouth,00720000,"3,650",3.7,1.7,"3,602",97.6,2019-20
Dedham,00730000,"2,799",4.5,2.5,"2,744",97.4,2019-20
Deerfield,00740000,391,7.4,6.9,385,94.0,2019-20
Dennis-Yarmouth,06450000,"3,046",10.6,5.9,"2,930",93.1,2019-20
Dighton-Rehoboth,06500000,"2,906",3.4,1.9,"2,864",98.0,2019-20
Douglas,00770000,"1,302",3.5,1.6,"1,286",97.8,2019-20
Dover,00780000,503,3.2,2.6,490,99.4,2019-20
Dover-Sherborn,06550000,"1,206",2.1,0.3,"1,205",98.1,2019-20
Dracut,00790000,"3,827",7.8,5.1,"3,705",95.5,2019-20
Dudley Street Neighborhood Charter School (District),04070000,274,4.0,0.4,274,96.0,2019-20
Dudley-Charlton Reg,06580000,"3,817",5.7,3.2,"3,720",96.7,2019-20
Duxbury,00820000,"3,014",3.1,2.1,"2,975",98.2,2019-20
East Bridgewater,00830000,"2,251",3.6,1.7,"2,223",97.6,2019-20
East Longmeadow,00870000,"2,620",3.3,1.9,"2,593",97.7,2019-20
Eastham,00850000,206,7.8,6.3,194,97.9,2019-20
Easthampton,00860000,"1,588",7.9,5.2,"1,550",94.6,2019-20
Easton,00880000,"3,655",4.2,3.1,"3,582",97.7,2019-20
Edgartown,00890000,420,13.1,10.5,395,92.4,2019-20
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),04520000,397,11.6,4.8,396,88.6,2019-20
Erving,00910000,134,5.2,3.7,133,95.5,2019-20
Essex North Shore Agricultural and Technical School District,08170000,"1,493",1.9,0.7,"1,492",98.2,2019-20
Everett,00930000,"7,855",19.9,13.2,"7,263",87.2,2019-20
Excel Academy Charter (District),04100000,"1,406",5.9,1.8,"1,389",95.2,2019-20
Fairhaven,00940000,"2,077",5.3,3.1,"2,053",96.1,2019-20
Fall River,00950000,"10,901",15.0,9.1,"10,360",91.0,2019-20
Falmouth,00960000,"3,367",7.7,5.0,"3,270",95.1,2019-20
Farmington River Reg,06620000,115,3.5,1.7,113,98.2,2019-20
Fitchburg,00970000,"5,729",14.3,9.9,"5,374",92.0,2019-20
Florida,00980000,98,6.1,3.1,95,96.8,2019-20
Four Rivers Charter Public (District),04130000,225,8.4,2.7,221,93.2,2019-20
Foxborough,00990000,"2,605",5.0,3.1,"2,559",96.7,2019-20
Foxborough Regional Charter (District),04460000,"1,674",2.9,0.7,"1,674",97.1,2019-20
Framingham,01000000,"9,783",13.5,8.7,"9,269",91.6,2019-20
Francis W. Parker Charter Essential (District),04780000,402,2.5,1.2,398,98.5,2019-20
Franklin,01010000,"5,159",4.0,2.3,"5,082",97.8,2019-20
Franklin County Regional Vocational Technical,08180000,507,11.8,10.3,506,88.3,2019-20
Freetown-Lakeville,06650000,"2,897",4.6,2.7,"2,841",97.4,2019-20
Frontier,06700000,663,2.9,0.6,661,97.4,2019-20
Gardner,01030000,"2,467",9.9,5.1,"2,365",94.3,2019-20
Gateway,06720000,847,7.4,5.4,827,95.0,2019-20
Georgetown,01050000,"1,393",7.8,6.5,"1,372",93.7,2019-20
Gill-Montague,06740000,967,7.5,3.6,941,95.0,2019-20
Global Learning Charter Public (District),04960000,507,1.8,0.2,507,98.2,2019-20
Gloucester,01070000,"2,940",5.2,3.3,"2,857",97.8,2019-20
Grafton,01100000,"3,266",4.0,2.6,"3,218",97.5,2019-20
Granby,01110000,769,3.5,2.6,754,98.4,2019-20
Greater Fall River Regional Vocational Technical,08210000,"1,440",2.6,0.7,"1,435",97.7,2019-20
Greater Lawrence Regional Vocational Technical,08230000,"1,612",3.5,1.4,"1,599",97.2,2019-20
Greater Lowell Regional Vocational Technical,08280000,"2,286",3.8,1.3,"2,283",96.3,2019-20
Greater New Bedford Regional Vocational Technical,08250000,"2,144",2.9,0.1,"2,143",97.2,2019-20
Greenfield,01140000,"1,795",7.9,4.4,"1,735",95.4,2019-20
Greenfield Commonwealth Virtual District,39010000,883,43.3,33.4,681,73.6,2019-20
Groton-Dunstable,06730000,"2,392",2.8,1.8,"2,358",98.6,2019-20
Hadley,01170000,553,6.3,5.2,532,97.4,2019-20
Halifax,01180000,593,2.5,2.0,587,98.5,2019-20
Hamilton-Wenham,06750000,"1,860",3.7,2.5,"1,838",97.5,2019-20
Hampden Charter School of Science East (District),04990000,548,11.3,7.5,533,91.2,2019-20
Hampden Charter School of Science West (District),35160000,283,19.1,10.6,272,84.2,2019-20
Hampden-Wilbraham,06800000,"3,086",4.7,2.7,"3,025",97.3,2019-20
Hampshire,06830000,745,3.6,1.6,737,97.4,2019-20
Hancock,01210000,49,10.2,10.2,47,93.6,2019-20
Hanover,01220000,"2,683",1.8,1.2,"2,653",99.3,2019-20
Harvard,01250000,"1,072",4.4,2.9,"1,048",97.8,2019-20
Hatfield,01270000,440,3.0,2.0,431,99.1,2019-20
Haverhill,01280000,"8,473",11.0,6.3,"8,095",94.2,2019-20
Hawlemont,06850000,146,3.4,2.1,144,97.9,2019-20
Helen Y. Davis Leadership Academy Charter Public (District),04190000,238,26.1,10.9,226,77.9,2019-20
Hill View Montessori Charter Public (District),04550000,317,3.8,3.8,307,99.3,2019-20
Hilltown Cooperative Charter Public (District),04500000,220,2.7,1.8,218,98.2,2019-20
Hingham,01310000,"4,316",3.3,2.3,"4,267",97.9,2019-20
Holbrook,01330000,"1,347",6.1,3.3,"1,314",96.3,2019-20
Holland,01350000,248,11.3,5.6,236,93.2,2019-20
Holliston,01360000,"2,958",3.0,1.5,"2,918",98.4,2019-20
Holyoke,01370000,"5,767",16.0,9.1,"5,412",90.5,2019-20
Holyoke Community Charter (District),04530000,721,5.8,3.5,703,96.6,2019-20
Hoosac Valley Regional,06030000,"1,171",9.6,6.0,"1,123",94.2,2019-20
Hopedale,01380000,"1,111",2.7,1.5,"1,095",98.7,2019-20
Hopkinton,01390000,"3,953",4.0,2.6,"3,863",98.3,2019-20
Hudson,01410000,"2,645",5.9,3.5,"2,581",96.7,2019-20
Hull,01420000,897,12.3,7.9,860,91.5,2019-20
Innovation Academy Charter (District),04350000,806,3.5,1.7,801,97.1,2019-20
Ipswich,01440000,"1,729",5.1,3.2,"1,690",97.2,2019-20
King Philip,06900000,"2,002",2.4,1.2,"1,981",98.6,2019-20
Kingston,01450000,"1,114",6.9,4.9,"1,067",97.2,2019-20
KIPP Academy Boston Charter School (District),04630000,637,16.8,10.5,603,87.9,2019-20
KIPP Academy Lynn Charter (District),04290000,"1,633",5.6,3.1,"1,620",95.2,2019-20
Lawrence,01490000,"14,814",18.7,11.0,"13,964",88.1,2019-20
Lawrence Family Development Charter (District),04540000,790,3.7,2.2,783,97.2,2019-20
Lee,01500000,732,5.6,2.5,715,96.6,2019-20
Leicester,01510000,"1,546",8.0,5.1,"1,498",95.0,2019-20
Lenox,01520000,787,2.0,1.4,777,99.2,2019-20
Leominster,01530000,"6,333",10.9,6.9,"6,099",93.7,2019-20
Leverett,01540000,143,2.1,0.7,142,98.6,2019-20
Lexington,01550000,"7,367",4.5,3.0,"7,209",97.8,2019-20
Libertas Academy Charter School (District),35140000,283,15.2,5.7,273,87.9,2019-20
Lincoln,01570000,"1,199",14.8,8.0,"1,114",91.7,2019-20
Lincoln-Sudbury,06950000,"1,524",1.9,0.9,"1,511",98.9,2019-20
Littleton,01580000,"1,688",2.4,1.2,"1,669",98.7,2019-20
Longmeadow,01590000,"2,908",3.2,2.1,"2,857",98.6,2019-20
Lowell,01600000,"15,458",12.6,7.2,"14,684",92.7,2019-20
Lowell Community Charter Public (District),04560000,822,3.4,1.9,822,96.6,2019-20
Lowell Middlesex Academy Charter (District),04580000,135,52.6,31.1,105,61.0,2019-20
Ludlow,01610000,"2,616",6.1,3.4,"2,558",96.1,2019-20
Lunenburg,01620000,"1,701",5.9,3.6,"1,656",96.7,2019-20
Lynn,01630000,"16,784",12.6,8.0,"16,184",92.0,2019-20
Lynnfield,01640000,"2,222",1.8,0.9,"2,204",99.1,2019-20
Ma Academy for Math and Science,04680000,99,1.0,0.0,99,99.0,2019-20
Malden,01650000,"6,946",16.5,11.9,"6,531",89.1,2019-20
Manchester Essex Regional,06980000,"1,384",2.2,1.4,"1,370",98.8,2019-20
Mansfield,01670000,"3,740",3.9,2.6,"3,674",97.8,2019-20
Map Academy Charter School (District),35170000,178,16.9,9.6,162,91.4,2019-20
Marblehead,01680000,"3,001",3.0,1.4,"2,972",98.0,2019-20
Marblehead Community Charter Public (District),04640000,213,6.6,3.8,206,96.6,2019-20
Marion,01690000,449,6.9,5.6,435,96.1,2019-20
Marlborough,01700000,"5,098",14.6,9.9,"4,786",91.5,2019-20
Marshfield,01710000,"4,037",3.7,2.3,"3,966",98.2,2019-20
Martha's Vineyard,07000000,700,9.1,5.4,677,93.9,2019-20
Martha's Vineyard Charter (District),04660000,180,8.3,5.6,174,94.8,2019-20
Martin Luther King Jr. Charter School of Excellence (District),04920000,374,8.0,4.5,369,93.2,2019-20
Masconomet,07050000,"1,732",1.4,0.6,"1,723",99.1,2019-20
Mashpee,01720000,"1,624",6.6,3.9,"1,575",96.3,2019-20
MATCH Charter Public School (District),04690000,"1,254",8.4,5.4,"1,227",93.6,2019-20
Mattapoisett,01730000,450,4.7,4.0,444,96.6,2019-20
Maynard,01740000,"1,304",6.8,3.5,"1,269",95.7,2019-20
Medfield,01750000,"2,630",2.9,2.3,"2,604",98.1,2019-20
Medford,01760000,"4,375",9.6,5.5,"4,233",93.6,2019-20
Medway,01770000,"2,220",3.2,1.7,"2,186",98.4,2019-20
Melrose,01780000,"4,060",3.7,2.3,"3,992",98.0,2019-20
Mendon-Upton,07100000,"2,281",3.4,2.0,"2,250",98.0,2019-20
Methuen,01810000,"7,232",12.3,8.5,"6,878",92.7,2019-20
Middleborough,01820000,"3,100",6.9,4.5,"3,014",95.7,2019-20
Middleton,01840000,732,2.9,2.5,715,99.4,2019-20
Milford,01850000,"4,689",14.7,11.1,"4,405",90.8,2019-20
Millbury,01860000,"1,744",6.6,4.2,"1,713",95.1,2019-20
Millis,01870000,"1,209",3.6,2.2,"1,185",98.4,2019-20
Milton,01890000,"4,520",3.8,2.1,"4,463",97.5,2019-20
Minuteman Regional Vocational Technical,08300000,608,5.4,1.0,603,95.4,2019-20
Mohawk Trail,07170000,859,5.5,3.5,849,95.6,2019-20
Monomoy Regional School District,07120000,"1,925",5.2,3.4,"1,886",96.7,2019-20
Monson,01910000,949,5.2,2.3,931,96.7,2019-20
Montachusett Regional Vocational Technical,08320000,"1,444",3.7,1.5,"1,436",96.8,2019-20
Mount Greylock,07150000,"1,186",4.9,3.1,"1,163",97.0,2019-20
Mystic Valley Regional Charter (District),04700000,"1,623",5.4,3.0,"1,612",95.2,2019-20
Nahant,01960000,159,1.3,1.3,157,100.0,2019-20
Nantucket,01970000,"1,733",7.2,4.7,"1,693",95.0,2019-20
Narragansett,07200000,"1,508",6.2,2.9,"1,474",95.9,2019-20
Nashoba,07250000,"3,255",3.9,2.4,"3,194",98.0,2019-20
Nashoba Valley Regional Vocational Technical,08520000,718,3.8,1.5,712,97.1,2019-20
Natick,01980000,"5,616",5.0,3.7,"5,532",96.5,2019-20
Nauset,06600000,"1,510",4.2,2.0,"1,489",97.1,2019-20
Needham,01990000,"5,763",2.3,1.3,"5,711",98.6,2019-20
Neighborhood House Charter (District),04440000,753,15.5,10.2,713,89.2,2019-20
New Bedford,02010000,"13,735",13.0,8.4,"12,971",93.3,2019-20
New Heights Charter School of Brockton (District),35130000,644,16.3,13.0,607,88.8,2019-20
New Salem-Wendell,07280000,148,4.1,3.4,146,97.3,2019-20
Newburyport,02040000,"2,288",2.9,1.5,"2,268",97.9,2019-20
Newton,02070000,"13,057",3.9,2.5,"12,831",98.0,2019-20
Norfolk,02080000,"1,000",2.4,1.5,985,99.1,2019-20
Norfolk County Agricultural,09150000,553,1.4,0.0,553,98.6,2019-20
North Adams,02090000,"1,424",10.2,6.1,"1,373",94.0,2019-20
North Andover,02110000,"4,768",4.6,3.0,"4,688",97.1,2019-20
North Attleborough,02120000,"4,312",6.0,3.6,"4,207",96.4,2019-20
North Brookfield,02150000,583,11.1,5.5,554,93.5,2019-20
North Middlesex,07350000,"3,199",7.6,5.3,"3,104",95.5,2019-20
North Reading,02170000,"2,424",1.9,1.1,"2,401",99.0,2019-20
Northampton,02100000,"2,803",6.3,4.2,"2,713",97.0,2019-20
Northampton-Smith Vocational Agricultural,04060000,504,3.0,1.4,498,98.2,2019-20
Northboro-Southboro,07300000,"1,417",3.0,2.0,"1,395",98.6,2019-20
Northborough,02130000,"1,616",3.8,2.7,"1,587",98.0,2019-20
Northbridge,02140000,"2,083",6.5,4.3,"2,010",96.9,2019-20
Northeast Metropolitan Regional Vocational Technical,08530000,"1,296",4.6,1.7,"1,286",96.1,2019-20
Northern Berkshire Regional Vocational Technical,08510000,511,2.7,0.8,508,97.8,2019-20
Norton,02180000,"2,463",3.0,1.5,"2,437",98.0,2019-20
Norwell,02190000,"2,227",2.2,1.8,"2,211",98.5,2019-20
Norwood,02200000,"3,659",8.9,5.2,"3,513",95.3,2019-20
Oak Bluffs,02210000,452,12.4,8.4,432,91.7,2019-20
Old Colony Regional Vocational Technical,08550000,559,2.9,0.5,558,97.3,2019-20
Old Rochester,07400000,"1,194",3.8,1.6,"1,187",96.8,2019-20
Old Sturbridge Academy Charter Public School (District),35150000,245,5.3,3.3,240,96.7,2019-20
Orange,02230000,586,15.5,12.3,539,91.8,2019-20
Orleans,02240000,203,5.9,4.4,197,97.0,2019-20
Oxford,02260000,"1,630",7.2,3.8,"1,581",96.3,2019-20
Palmer,02270000,"1,384",14.6,9.0,"1,329",88.9,2019-20
Pathfinder Regional Vocational Technical,08600000,646,6.7,1.5,638,94.5,2019-20
Paulo Freire Social Justice Charter School (District),35010000,303,20.8,13.5,283,84.8,2019-20
Peabody,02290000,"6,228",8.8,5.5,"6,012",94.9,2019-20
Pelham,02300000,126,5.6,3.2,126,94.4,2019-20
Pembroke,02310000,"2,767",3.3,1.6,"2,734",98.0,2019-20
Pentucket,07450000,"2,437",4.2,1.9,"2,400",97.6,2019-20
Petersham,02340000,133,3.8,2.3,131,97.7,2019-20
Phoenix Academy Public Charter High School Lawrence (District),35180000,205,60.0,48.3,127,64.6,2019-20
Phoenix Academy Public Charter High School Springfield (District),35080000,252,49.6,33.3,194,65.5,2019-20
Phoenix Charter Academy (District),04930000,253,41.1,26.5,220,67.7,2019-20
Pioneer Charter School of Science (District),04940000,803,3.4,0.5,802,96.8,2019-20
Pioneer Charter School of Science II (PCSS-II) (District),35060000,366,3.3,0.8,363,97.5,2019-20
Pioneer Valley,07500000,710,6.8,5.5,700,94.6,2019-20
Pioneer Valley Chinese Immersion Charter (District),04970000,548,4.2,1.6,540,97.2,2019-20
Pioneer Valley Performing Arts Charter Public (District),04790000,410,9.0,5.9,401,93.0,2019-20
Pittsfield,02360000,"5,440",8.3,4.4,"5,288",95.5,2019-20
Plainville,02380000,734,5.9,3.8,710,97.3,2019-20
Plymouth,02390000,"7,575",6.2,3.8,"7,361",97.1,2019-20
Plympton,02400000,222,3.6,1.4,220,97.3,2019-20
Prospect Hill Academy Charter (District),04870000,"1,149",7.4,3.4,"1,131",94.1,2019-20
Provincetown,02420000,145,16.6,11.7,135,89.6,2019-20
Quabbin,07530000,"2,247",8.6,4.4,"2,179",94.4,2019-20
Quaboag Regional,07780000,"1,282",10.3,6.6,"1,241",92.7,2019-20
Quincy,02430000,"10,110",12.5,8.7,"9,664",92.0,2019-20
Ralph C Mahar,07550000,649,6.5,3.2,634,95.7,2019-20
Randolph,02440000,"3,010",16.9,12.6,"2,758",90.8,2019-20
Reading,02460000,"4,207",3.7,2.8,"4,160",97.5,2019-20
Revere,02480000,"7,935",12.1,7.0,"7,592",92.9,2019-20
Richmond,02490000,177,7.9,5.1,172,94.8,2019-20
Rising Tide Charter Public (District),04830000,672,7.9,3.6,663,93.4,2019-20
River Valley Charter (District),04820000,292,3.1,1.7,288,98.3,2019-20
Rochester,02500000,519,5.0,3.1,514,95.9,2019-20
Rockland,02510000,"2,393",9.2,5.2,"2,318",93.8,2019-20
Rockport,02520000,870,4.9,2.8,853,97.0,2019-20
Rowe,02530000,73,0.0,0.0,73,100.0,2019-20
Roxbury Preparatory Charter (District),04840000,"1,662",13.8,5.2,"1,623",88.3,2019-20
Sabis International Charter (District),04410000,"1,626",8.4,5.4,"1,588",93.8,2019-20
Salem,02580000,"3,827",11.8,7.0,"3,666",92.6,2019-20
Salem Academy Charter (District),04850000,501,3.6,1.4,501,96.4,2019-20
Sandwich,02610000,"2,523",13.2,12.1,"2,474",88.5,2019-20
Saugus,02620000,"2,746",9.8,5.3,"2,644",93.6,2019-20
Savoy,02630000,59,3.4,1.7,58,98.3,2019-20
Scituate,02640000,"3,006",1.8,0.8,"2,984",99.0,2019-20
Seekonk,02650000,"2,121",3.6,2.3,"2,084",98.1,2019-20
Seven Hills Charter Public (District),04860000,693,6.5,2.7,678,95.6,2019-20
Sharon,02660000,"3,666",2.6,1.8,"3,612",98.9,2019-20
Shawsheen Valley Regional Vocational Technical,08710000,"1,274",2.3,1.0,"1,267",98.3,2019-20
Sherborn,02690000,414,3.1,0.7,413,97.1,2019-20
Shrewsbury,02710000,"6,458",6.0,3.6,"6,295",96.5,2019-20
Shutesbury,02720000,127,3.1,3.1,124,99.2,2019-20
Silver Lake,07600000,"1,805",5.9,3.5,"1,750",97.1,2019-20
Sizer School: A North Central Charter Essential (District),04740000,378,11.1,5.0,365,92.1,2019-20
Somerset,02730000,"1,774",3.3,2.0,"1,746",98.5,2019-20
Somerset Berkley Regional School District,07630000,"1,046",4.3,1.9,"1,034",96.8,2019-20
Somerville,02740000,"5,192",10.8,5.9,"5,011",92.9,2019-20
South Hadley,02780000,"1,978",7.8,5.0,"1,918",95.1,2019-20
South Middlesex Regional Vocational Technical,08290000,813,6.3,2.2,803,94.9,2019-20
South Shore Charter Public (District),04880000,"1,030",8.8,6.3,"1,011",92.9,2019-20
South Shore Regional Vocational Technical,08730000,642,2.8,0.8,641,97.3,2019-20
Southampton,02750000,498,3.0,1.2,493,98.0,2019-20
Southborough,02760000,"1,326",9.4,8.7,"1,282",93.8,2019-20
Southbridge,02770000,"2,192",25.3,13.1,"2,024",81.4,2019-20
Southeastern Regional Vocational Technical,08720000,"1,474",3.1,1.1,"1,465",97.5,2019-20
Southern Berkshire,07650000,701,6.7,3.6,687,95.6,2019-20
